Original,Furigana,Indonesia,JLPT Level
今に,いまに,"tidak lama lagi, segera",N3
今にも,いまにも,"kapan saja, segera",N3
イメージ,イメージ,citra seseorang,N3
否,いや,"tidak, yang tidak",N3
以来,いらい,"sejak, selanjutnya",N3
依頼,いらい,permintaan; ketergantungan,N3
いらいら,いらいら,"menjadi gugup, iritasi",N3
いらっしゃい,いらっしゃい,selamat datang,N3
医療,いりょう,"perawatan medis, pengobatan medis",N3
岩,いわ,batu,N3
祝い,いわい,"perayaan, festival",N3
祝う,いわう,"mengucapkan selamat, merayakan",N3
言わば,いわば,ibaratnya,N3
いわゆる,いわゆる,"yang disebut, ibaratnya",N3
インク,インク,tinta,N3
印刷,いんさつ,pencetakan,N3
印象,いんしょう,kesan,N3
引退,いんたい,pensiun,N3
インタビュー,インタビュー,wawancara,N3
引用,いんよう,"kutipan, sitasi",N3
ウイスキー,ウイスキー,wiski,N3
上,うわ,"atas, luar, permukaan",N3
魚,うお,ikan,N3
うがい,うがい,berkumur,N3
受け取る,うけとる,"menerima, mendapatkan, menerima",N3
動かす,うごかす,"memindahkan, menggeser",N3
兎,うさぎ,"kelinci",N3
牛,うし,"sapi, lembu",N3
失う,うしなう,"kehilangan, berpisah dengan",N3
疑う,うたがう,"meragukan, tidak percaya",N3
宇宙,うちゅう,"alam semesta, kosmos, angkasa",N3
討つ,うつ,"menyerang, membalas dendam",N3
撃つ,うつ,"menyerang, menembak",N3
うっかり,うっかり,dengan ceroboh; secara tidak sengaja,N3
映す,うつす,"memproyeksikan, memantulkan, melemparkan (bayangan)",N3
訴える,うったえる,"mengeluh, mengajukan banding, menuntut (seseorang)",N3
写る,うつる,"difoto, diproyeksikan",N3
映る,うつる,"terpantul, keluar (foto)",N3
うなる,うなる,"mengerang, merintih",N3
奪う,うばう,"merampok, merampas",N3
馬,うま,kuda; uskup yang dipromosikan (dalam catur Jepang yang dikenal sebagai shogi),N3
生まれ,うまれ,"kelahiran, tempat lahir",N3
有無,うむ,"ya atau tidak, ada atau tidaknya",N3
梅,うめ,"prem, terendah (dari sistem peringkat tiga tingkat)",N3
埋める,うめる,"mengubur, mengisi, mengisi (kursi, posisi kosong)",N3
裏切る,うらぎる,"mengkhianati, menjadi pengkhianat",N3
羨ましい,うらやましい,"iri, patut ditiru",N3
売れる,うれる,terjual,N3
噂,うわさ,"rumor, gosip",N3
運,うん,"keberuntungan, nasib",N3
運転,うんてん,"operasi, mengemudi",N3
柄,え,"pegangan (pedang, belati, dll.), gagang",N3
永遠,えいえん,"keabadian, kekekalan, keabadian",N3
永久,えいきゅう,"keabadian, kekekalan, keabadian",N3
影響,えいきょう,"pengaruh, efek",N3
営業,えいぎょう,"bisnis, perdagangan, manajemen",N3
衛星,えいせい,satelit,N3
栄養,えいよう,"nutrisi, gizi",N3
笑顔,えがお,senyum (di wajah seseorang),N3
描く,えがく,"menggambar, melukiskan, mendeskripsikan",N3
餌,えさ,"pakan, umpan",N3
エネルギー,エネルギー,energi (JER: energie),N3
得る,える,"mendapatkan, memperoleh, memenangkan, belajar",N3
得る,うる,"mendapatkan, memperoleh, memenangkan",N3
円,えん,"lingkaran, yen",N3
延期,えんき,"penundaan, penundaan",N3
演技,えんぎ,"akting, pertunjukan",N3
援助,えんじょ,"bantuan, pertolongan, dukungan",N3
エンジン,エンジン,mesin,N3
演説,えんぜつ,"pidato, pidato",N3
演奏,えんそう,pertunjukan musik,N3
老い,おい,"usia tua, orang tua",N3
追い付く,おいつく,"menyalip, mengejar (dengan)",N3
王,おう,raja,N3
追う,おう,"mengejar, mengejar",N3
応援,おうえん,"bantuan, pertolongan, bantuan",N3
王様,おうさま,raja,N3
王子,おうじ,pangeran,N3
応じる,おうじる,"beradaptasi, menanggapi, mematuhi",N3
横断,おうだん,menyeberang,N3
終える,おえる,menyelesaikan,N3
大いに,おおいに,"banyak, sangat (sama dengan 大変 (たいへん)), sangat",N3
覆う,おおう,"menutupi, menyembunyikan, menutupi",N3
大家,おおや,tuan tanah,N3
丘,おか,"bukit, ketinggian",N3
沖,おき,laut lepas,N3
奥,おく,"interior, bagian dalam",N3
贈る,おくる,"menghadiahkan, memberikan kepada, menganugerahkan kepada",N3
起こる,おこる,"terjadi, terjadi",N3
押える,おさえる,"menghentikan, menahan, menekan",N3
幼い,おさない,"sangat muda, kekanak-kanakan",N3
収める,おさめる,"menyimpan untuk membayar, memasok",N3
納める,おさめる,"menyimpan untuk membayar, memasok",N3
治める,おさめる,"memerintah, mengelola; menaklukkan",N3
お辞儀,おじぎ,membungkuk,N3
お洒落,おしゃれ,"berpakaian rapi, sadar mode",N3
お喋り,おしゃべり,"mengobrol, berbicara",N3
汚染,おせん,"polusi, kontaminasi",N3
恐らく,おそらく,mungkin,N3
恐れる,おそれる,"takut, takut akan",N3
恐ろしい,おそろしい,"mengerikan, mengerikan",N3
教わる,おそわる,diajari,N3
お互い,おたがい,"saling, timbal balik, satu sama lain",N3
穏やか,おだやか,"tenang, lembut, sunyi",N3
男の人,おとこのひと,pria,N3
大人しい,おとなしい,"patuh, jinak, pendiam",N3
劣る,おとる,"tertinggal, lebih rendah dari",N3
鬼,おに,"raksasa, setan, 'itu' (misalnya, dalam permainan petak umpet)",N3
帯,おび,"pita, selempang",N3
お昼,おひる,"makan siang, siang",N3
オフィス,オフィス,kantor,N3
溺れる,おぼれる,"tenggelam, memanjakan diri",N3
お前,おまえ,"kamu (tunggal), kehadiran (orang tinggi)",N3
おめでとう,おめでとう,"Selamat!, acara yang menguntungkan!",N3
お目に掛かる,おめにかかる,"bertemu ~, melihat ~",N3
思い付く,おもいつく,"memikirkan, menemukan",N3
思い出,おもいで,"kenangan, ingatan, kenangan",N3
主に,おもに,"terutama, terutama",N3
思わず,おもわず,"tidak disengaja, spontan",N3
泳ぎ,およぎ,berenang,N3
およそ,およそ,"sekitar, kira-kira, kurang lebih",N3
及ぼす,およぼす,"mengerahkan, menyebabkan, melaksanakan",N3
下す,おろす,"menurunkan, melepaskan",N3
降ろす,おろす,"menurunkan, meluncurkan, menjatuhkan",N3
卸す,おろす,"menjual grosir, parut (sayuran)",N3
音,おん,"suara, nada",N3
恩,おん,"budi, kewajiban, hutang budi",N3
温暖,おんだん,kehangatan,N3
温度,おんど,suhu,N3
可,か,lumayan,N3
蚊,か,nyamuk,N3
課,か,"departemen, divisi",N3
カー,カー,mobil,N3
カード,カード,"kartu, dadih",N3
貝,かい,"kerang",N3
害,がい,"bahaya, kerusakan",N3
会員,かいいん,"anggota, keanggotaan",N3
絵画,かいが,"gambar, lukisan",N3
海外,かいがい,"asing, di luar negeri, luar negeri",N3
会計,かいけい,"akun, keuangan",N3
解決,かいけつ,"penyelesaian, solusi, resolusi",N3
会合,かいごう,"pertemuan, majelis",N3
外交,がいこう,diplomasi,N3
開始,かいし,"mulai, permulaan, awal",N3
解釈,かいしゃく,"penjelasan, interpretasi",N3
外出,がいしゅつ,"jalan-jalan, pergi keluar",N3
改善,かいぜん,"perbaikan, penyempurnaan",N3
快適,かいてき,"menyenangkan, cocok",N3
回復,かいふく,"pemulihan (dari penyakit), rehabilitasi, pemulihan",N3
飼う,かう,memelihara; memiliki (hewan peliharaan); membesarkan; memberi makan,N3
帰す,かえす,mengirim kembali,N3
代える,かえる,"menukar, menukar, mengganti",N3
替える,かえる,"menukar, menukar, mengganti",N3
換える,かえる,"menukar, menukar, mengganti",N3
反る,かえる,"melengkung, melengkung, melengkung",N3
香り,かおり,"aroma, wewangian",N3
画家,がか,pelukis,N3
抱える,かかえる,memegang atau membawa di bawah atau di lengan,N3
価格,かかく,"harga, nilai",N3
化学,かがく,kimia,N3
輝く,かがやく,"bersinar, berkilauan, berkilauan",N3
係,かかり,penanggung jawab,N3
罹る,かかる,menderita,N3
限る,かぎる,"membatasi, membatasi, mengurung",N3
掻く,かく,menggaruk,N3
描く,かく,"menggambar, melukiskan, mendeskripsikan",N3
嗅ぐ,かぐ,"mengendus, mencium",N3
家具,かぐ,mebel,N3
学,がく,"belajar, pengetahuan",N3
額,がく,jumlah; bingkai,N3
覚悟,かくご,"resolusi, pasrah, kesiapan",N3
確実,かくじつ,"kepastian, keandalan, kesehatan",N3
学者,がくしゃ,sarjana,N3
学習,がくしゅう,"belajar, pembelajaran",N3
隠す,かくす,"menyembunyikan, menutupi",N3
拡大,かくだい,"pembesaran, pembesaran",N3
確認,かくにん,"penegasan, konfirmasi",N3
学問,がくもん,"beasiswa, studi, pembelajaran",N3
隠れる,かくれる,"bersembunyi, disembunyikan",N3
影,かげ,"naungan, bayangan, sisi lain",N3
陰,かげ,"naungan, bayangan, sisi lain",N3
欠ける,かける,kurang,N3
加減,かげん,penyesuaian; penambahan dan pengurangan,N3
過去,かこ,masa lalu,N3
籠,かご,"keranjang, sangkar",N3
囲む,かこむ,"mengelilingi, melingkari",N3
火災,かさい,"kebakaran, api",N3
重なる,かさなる,"ditumpuk, terletak di atas satu sama lain",N3
重ねる,かさねる,"menumpuk, meletakkan sesuatu di atas yang lain, menumpuk",N3
飾り,かざり,dekorasi,N3
貸し,かし,"pinjaman, peminjaman",N3
菓子,かし,"kue, manis",N3
家事,かじ,urusan rumah tangga; pekerjaan rumah tangga (sama dengan 家の仕事 (いえのしごと)),N3
賢い,かしこい,"bijaksana, pintar, cerdas",N3
歌手,かしゅ,penyanyi,N3
数,かず,"angka, gambar, jumlah",N3
稼ぐ,かせぐ,"mendapatkan penghasilan, bekerja",N3
数える,かぞえる,menghitung,N3
型,かた,"cetakan, model, gaya",N3
肩,かた,bahu,N3
堅い,かたい,"keras, kokoh, padat",N3
硬い,かたい,"keras, kokoh, padat",N3
方々,かたがた,orang-orang,N3
片付く,かたづく,"merapikan, menyelesaikan",N3
刀,かたな,"pedang, pedang",N3
語る,かたる,"berbicara, menceritakan, membacakan",N3
勝ち,かち,"menang, kemenangan",N3
価値,かち,"nilai, harga, jasa",N3
がっかり,がっかり,"merasa kecewa, sedih, putus asa",N3
活気,かっき,semangat; keaktifan; vitalitas; energi,N3
楽器,がっき,alat musik,N3
学期,がっき,semester (sekolah),N3
活動,かつどう,"aksi, aktivitas",N3
活躍,かつやく,aktivitas,N3
活用,かつよう,konjugasi; penggunaan praktis,N3
仮定,かてい,"asumsi, anggapan, hipotesis",N3
過程,かてい,proses,N3
課程,かてい,"kursus, kurikulum",N3
悲しむ,かなしむ,"sedih, berduka, menyesal",N3
必ずしも,かならずしも,"(tidak) selalu, (tidak) tentu",N3
かなり,かなり,"cukup, cukup, lumayan",N3
金,かね,"emas, logam; uang",N3
鐘,かね,"lonceng, lonceng",N3
可能,かのう,"mungkin, dapat dilaksanakan, layak",N3
株,かぶ,saham; tunggul (pohon),N3
被る,かぶる,memakai; ditutupi dengan,N3
我慢,がまん,"kesabaran, daya tahan, ketekunan",N3
上,かみ,volume pertama; kualitas unggul; pemerintah,N3
神,かみ,dewa,N3
雷,かみなり,guntur,N3
髪の毛,かみのけ,rambut (kepala),N3
科目,かもく,"mata pelajaran (sekolah), kurikulum, kursus",N3
かもしれない,かもしれない,"mungkin, barangkali",N3
かゆい,かゆい,"gatal, gatal",N3
歌謡,かよう,"lagu, balada",N3
空,から,kosong,N3
殻,から,"kulit, sekam, lambung",N3
柄,がら,pola; bentuk; karakter,N3
刈る,かる,"memotong (rambut), memotong (rumput), memanen",N3
河,かわ,"sungai, aliran",N3
皮,かわ,"kulit, kulit, kulit",N3
革,かわ,kulit,N3
可愛そう,かわいそう,"kasihan, menyedihkan, menyedihkan",N3
可愛らしい,かわいらしい,"indah, manis",N3
乾かす,かわかす,mengeringkan,N3
渇く,かわく,haus,N3
代る,かわる,"menggantikan, meringankan, digantikan",N3
缶,かん,"kaleng, timah",N3
勘,かん,"persepsi, intuisi, indra keenam",N3
考え,かんがえ,"berpikir, pikiran, ide",N3
感覚,かんかく,"indra, sensasi",N3
間隔,かんかく,"ruang, interval, SPC",N3
観客,かんきゃく,"penonton, penonton",N3
環境,かんきょう,"lingkungan, keadaan",N3
歓迎,かんげい,"selamat datang, resepsi",N3
観光,かんこう,pariwisata,N3
観察,かんさつ,"pengamatan, survei",N3
感じ,かんじ,"perasaan, indra, kesan",N3
感謝,かんしゃ,"terima kasih, syukur",N3
患者,かんじゃ,pasien,N3
勘定,かんじょう,"perhitungan, penghitungan, pertimbangan",N3
感情,かんじょう,"emosi, perasaan, sentimen",N3
感じる,かんじる,"merasakan, merasakan",N3
感心,かんしん,kekaguman,N3
関心,かんしん,"perhatian, minat",N3
関する,かんする,"menyangkut, terkait dengan",N3
完成,かんせい,"lengkap, penyelesaian; kesempurnaan",N3
完全,かんぜん,"kesempurnaan, kelengkapan",N3
乾燥,かんそう,"kering, gersang, dehidrasi",N3
感想,かんそう,"kesan, pikiran (seseorang)",N3
感動,かんどう,"terharu, gembira",N3
監督,かんとく,"pengawasan, kontrol, sutradara (film)",N3
管理,かんり,"kontrol, manajemen (misalnya bisnis)",N3
完了,かんりょう,"penyelesaian, kesimpulan",N3
関連,かんれん,"hubungan, koneksi, relevansi",N3
議員,ぎいん,"anggota Diet, kongres, atau parlemen",N3
記憶,きおく,"ingatan, ingatan, kenangan",N3
気温,きおん,suhu (cuaca - tidak digunakan untuk benda),N3
機械,きかい,"mesin, mesin",N3
器械,きかい,instrumen,N3
議会,ぎかい,"Diet, kongres, parlemen",N3
期間,きかん,"periode, jangka waktu",N3
機関,きかん,"mesin; institusi, organisasi",N3
企業,きぎょう,"industri, bisnis, usaha",N3
効く,きく,efektif,N3
期限,きげん,"tenggat waktu, jangka waktu",N3
機嫌,きげん,"humor, temperamen, suasana hati",N3
気候,きこう,iklim,N3
岸,きし,"tepi, pantai, pesisir",N3
生地,きじ,kain; adonan,N3
記事,きじ,"artikel, berita",N3
技師,ぎし,"insinyur, teknisi",N3
記者,きしゃ,reporter,N3
傷,きず,"luka, cedera, sakit",N3
期待,きたい,"harapan, antisipasi, harapan",N3
気体,きたい,"uap, gas",N3
帰宅,きたく,pulang ke rumah,N3
貴重,きちょう,"berharga, bernilai",N3
議長,ぎちょう,ketua,N3
きちんと,きちんと,"tepat, akurat",N3
きつい,きつい,"ketat, dekat, intens",N3
気付く,きづく,"menyadari, mengenali, menjadi sadar akan",N3
気に入る,きにいる,"suka, senang",N3
記入,きにゅう,"entri, pengisian formulir",N3
記念,きねん,"peringatan, kenangan",N3
機能,きのう,"fungsi, fakultas",N3
気の毒,きのどく,"kasihan, sayang sekali",N3
寄付,きふ,"kontribusi, donasi",N3
希望,きぼう,"harapan, keinginan, cita-cita",N3
基本,きほん,"dasar, basis",N3
決まり,きまり,"penyelesaian, kesimpulan, aturan",N3
気味,きみ,"-seperti, -terlihat, -tampak",N3
奇妙,きみょう,"aneh, aneh, aneh",N3
義務,ぎむ,"tugas, kewajiban, tanggung jawab",N3
疑問,ぎもん,"pertanyaan, masalah, keraguan",N3
逆,ぎゃく,"terbalik, berlawanan",N3
キャプテン,キャプテン,kapten,N3
キャンプ,キャンプ,kamp,N3
旧,きゅう,mantan-,N3
級,きゅう,"kelas, tingkatan, pangkat",N3
球,きゅう,"bola, bola, bola",N3
休暇,きゅうか,"liburan, libur, hari libur",N3
休憩,きゅうけい,"istirahat, jeda, istirahat",N3
急激,きゅうげき,"tiba-tiba, curam, radikal",N3
吸収,きゅうしゅう,"penyerapan, hisap",N3
救助,きゅうじょ,"bantuan, pertolongan, penyelamatan",N3
急速,きゅうそく,"cepat (misalnya kemajuan)",N3
休息,きゅうそく,"istirahat, kelegaan, relaksasi",N3
急に,きゅうに,tiba-tiba,N3
給料,きゅうりょう,"gaji, upah",N3
器用,きよう,"terampil, cekatan",N3
教科書,きょうかしょ,buku pelajaran,N3
競技,きょうぎ,"permainan, pertandingan, kontes",N3
行儀,ぎょうぎ,sopan santun,N3
供給,きょうきゅう,"pasokan, penyediaan",N3
教授,きょうじゅ,"mengajar, instruksi; profesor",N3
強調,きょうちょう,"penekanan, penekanan, poin yang ditekankan",N3
共通,きょうつう,"kesamaan, saling",N3
共同,きょうどう,"kerja sama, asosiasi, kolaborasi",N3
恐怖,きょうふ,"ketakutan, teror",N3
協力,きょうりょく,"kerja sama, kolaborasi",N3
強力,きょうりょく,"kuat, kuat",N3
許可,きょか,"izin, persetujuan",N3
局,きょく,"kantor, biro, stasiun (TV, radio)",N3
巨大,きょだい,"besar, raksasa, sangat besar",N3
嫌う,きらう,"membenci, tidak suka, benci",N3
霧,きり,"kabut, kabut",N3
切れ,きれ,"kain, potongan, potongan",N3
切れる,きれる,"memotong dengan baik, tajam; putus",N3
記録,きろく,"catatan, risalah, dokumen",N3
議論,ぎろん,"argumen, diskusi, perselisihan",N3
金,きん,"emas, logam; uang",N3
銀,ぎん,perak,N3
禁煙,きんえん,Dilarang Merokok,N3
金額,きんがく,jumlah uang,N3
金庫,きんこ,"brankas, lemari besi",N3
禁止,きんし,"larangan, larangan",N3
金銭,きんせん,"uang, tunai",N3
金属,きんぞく,logam,N3
近代,きんだい,zaman modern,N3
緊張,きんちょう,"ketegangan, ketegangan mental, kegugupan",N3
筋肉,きんにく,"otot, urat",N3
金融,きんゆう,"keuangan, uang dan perbankan",N3
句,く,frasa,N3
食う,くう,(laki-laki) (kasar) makan,N3
偶然,ぐうぜん,"(secara) kebetulan, tidak terduga",N3
臭い,くさい,"bau, bau, berbau busuk",N3
鎖,くさり,rantai,N3
腐る,くさる,"busuk, menjadi busuk",N3
癖,くせ,"kebiasaan (seringkali kebiasaan buruk), keanehan",N3
管,くだ,"pipa, tabung",N3
具体,ぐたい,"konkret, nyata, material",N3
下り,くだり,kereta ke bawah (menjauhi Tokyo),N3
下る,くだる,"turun, turun",N3
苦痛,くつう,"sakit, penderitaan",N3
ぐっすり,ぐっすり,"tidur nyenyak, tidur lelap",N3
区別,くべつ,"perbedaan, diferensiasi, klasifikasi",N3
組,くみ,"kelas, tim, set",N3
組合,くみあい,"asosiasi, persatuan",N3
組む,くむ,menyatukan,N3
汲む,くむ,"mengambil, menyendok, memompa",N3
酌む,くむ,menyajikan sake,N3
悔しい,くやしい,"menyesal, memalukan, menjengkelkan",N3
位,くらい,"tingkat, pangkat, sekitar",N3
暮らし,くらし,hidup; gaya hidup,N3
クラシック,クラシック,klasik,N3
暮らす,くらす,"hidup, bergaul",N3
グラス,グラス,gelas; rumput,N3
